,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
9606,3,2.0,1640,9972.0,1.0,0,0,4,7,1640,0,1977,0,98075,47.5812,-122.002,1680,10165.0,420000
9607,4,2.25,2060,8470.0,1.0,0,0,3,8,1440,620,1983,0,98006,47.5605,-122.124,2180,8978.0,655000
9608,3,2.5,1500,10652.0,2.0,0,0,4,7,1500,0,1981,0,98031,47.4015,-122.176,1610,7417.0,240000
9609,4,2.0,2360,6000.0,1.0,0,0,5,7,1260,1100,1939,0,98199,47.6534,-122.41,1720,6000.0,730000
9610,4,1.5,1940,12100.0,1.0,0,0,3,7,1940,0,1962,0,98033,47.6892,-122.164,1380,12100.0,390000
9611,3,1.0,1280,10000.0,1.0,0,0,4,7,1280,0,1954,0,98006,47.5716,-122.139,1240,10000.0,473000
9612,4,3.5,3630,5670.0,2.0,0,0,3,10,3630,0,1970,2008,98056,47.5189,-122.206,1620,5400.0,698000
9613,3,2.5,1820,4883.0,2.0,0,0,3,9,1820,0,2005,0,98028,47.7355,-122.224,2720,5002.0,511000
9614,2,1.5,960,1808.0,2.0,0,0,3,7,960,0,1993,0,98122,47.6183,-122.298,1290,1668.0,358000
9615,3,1.75,1630,8400.0,1.0,0,0,4,7,1060,570,1955,0,98007,47.5983,-122.149,1630,7245.0,499990
9616,4,2.25,1940,10200.0,1.0,0,0,3,7,1360,580,1960,0,98188,47.4253,-122.283,1940,10200.0,322000
9617,3,1.0,980,9682.0,1.0,0,0,3,7,980,0,1969,0,98031,47.4136,-122.207,1580,9682.0,201000
9618,4,2.5,3140,16200.0,1.0,0,1,3,9,2570,570,1988,0,98166,47.4363,-122.342,2530,13200.0,765000
9619,4,2.75,2880,5750.0,1.5,0,0,5,9,1710,1170,1928,0,98116,47.5874,-122.387,1640,5750.0,920000
9620,4,2.0,1650,7552.0,1.0,0,0,4,7,860,790,1977,0,98155,47.7765,-122.324,1410,7199.0,360000
9621,3,1.75,1980,9220.0,2.0,0,0,3,8,1980,0,1987,0,98092,47.2602,-122.219,2080,8305.0,297300
9622,3,1.0,860,9403.0,1.0,0,0,4,6,860,0,1942,1990,98033,47.6815,-122.173,2136,13009.0,399000
9623,3,1.0,1430,10005.0,1.5,0,0,4,7,1430,0,1950,0,98133,47.7181,-122.338,1720,8822.0,400000
9624,3,1.75,1260,10164.0,1.0,0,0,4,6,1260,0,1964,0,98059,47.4752,-122.133,1190,10640.0,230000
9625,3,1.0,960,4560.0,1.0,0,0,4,7,960,0,1968,0,98106,47.5539,-122.365,970,4800.0,290000
9626,3,2.5,2060,7658.0,2.0,0,0,3,8,2060,0,2003,0,98023,47.2923,-122.36,2250,7299.0,323800
9627,4,1.5,1430,6380.0,1.5,0,0,4,9,1430,0,1930,0,98125,47.7014,-122.313,1220,5112.0,574500
9628,3,2.25,1670,1596.0,2.0,0,0,3,8,1220,450,2002,0,98199,47.6474,-122.396,1670,1596.0,505000
9629,2,1.0,880,10950.0,1.0,0,0,4,7,880,0,1944,0,98133,47.7332,-122.352,1450,7560.0,372500
9632,2,0.75,520,6862.0,1.0,0,0,4,4,520,0,1924,1980,98010,47.326,-122.037,1170,8756.0,330000
9634,3,2.5,2140,10136.0,1.0,0,0,3,8,1320,820,1958,0,98006,47.5602,-122.184,1980,11200.0,550000
9636,4,2.25,1820,8255.0,1.5,0,0,4,7,1320,500,1930,0,98133,47.723,-122.337,1550,7628.0,399888
9637,2,1.0,1050,2570.0,1.0,0,0,5,7,850,200,1927,0,98117,47.6764,-122.366,1080,2800.0,430000
9638,3,2.5,2100,6092.0,2.0,0,0,3,8,2100,0,2013,0,98028,47.7508,-122.239,2250,8592.0,554990
9639,3,2.5,2210,6280.0,2.0,0,0,3,8,2210,0,2003,0,98038,47.35,-122.043,2250,5972.0,359950
9640,2,1.0,860,2599.0,1.0,0,0,4,6,860,0,1901,0,98107,47.675,-122.379,1300,3900.0,405000
9641,2,1.0,870,4025.0,1.0,0,0,3,7,870,0,1981,0,98034,47.7243,-122.161,1370,3488.0,280000
9642,4,2.25,2570,11070.0,2.0,0,0,4,8,2570,0,1966,0,98058,47.4507,-122.152,2210,9600.0,479950
9644,4,2.25,2360,7733.0,2.0,0,0,3,8,2360,0,1983,0,98058,47.4403,-122.137,2160,7733.0,392000
9646,3,2.5,2300,9521.0,2.0,0,0,3,8,2300,0,2003,0,98019,47.7447,-121.976,3020,10042.0,435000
9647,4,2.75,2810,8570.0,2.0,0,0,3,10,2810,0,1993,0,98004,47.6159,-122.211,2810,9621.0,1570000
9648,4,1.5,2040,10488.0,1.0,0,0,3,7,1190,850,1961,0,98188,47.4557,-122.269,1960,10488.0,261000
9649,3,2.25,3290,5000.0,2.0,0,0,3,9,2730,560,1939,0,98105,47.6582,-122.28,2340,4000.0,1480000
9650,7,4.0,2960,2665.0,2.0,0,0,3,9,1950,1010,1927,2013,98144,47.5835,-122.313,1970,4410.0,853800
9651,3,2.5,2670,10496.0,2.0,0,0,3,9,2670,0,1989,0,98074,47.6272,-122.026,2490,8636.0,657500
9652,4,2.5,2530,9933.0,2.0,0,2,3,8,2010,520,1990,0,98092,47.2654,-122.216,2140,9933.0,331950
9653,3,1.75,1720,5899.0,1.0,0,1,3,8,1220,500,1986,0,98136,47.5399,-122.385,1900,6244.0,514000
9656,3,1.0,1120,5200.0,1.0,0,0,5,7,1120,0,1976,0,98042,47.3638,-122.088,1690,5200.0,195700
9657,4,2.25,3960,8640.0,2.0,0,2,3,9,2630,1330,1925,0,98112,47.6317,-122.304,3850,8640.0,1400000
9659,3,2.5,2350,9648.0,1.0,0,0,4,9,2350,0,1966,0,98008,47.6156,-122.108,2320,10512.0,643403
9660,4,2.5,2380,7066.0,2.0,0,0,4,7,2380,0,1997,0,98031,47.3982,-122.172,2310,8127.0,357000
9661,3,1.75,1480,8163.0,1.0,0,0,3,7,1040,440,1953,0,98004,47.638,-122.206,2170,11124.0,865000
9662,3,2.5,2930,9280.0,2.0,0,0,4,10,2930,0,1988,0,98007,47.6335,-122.151,2730,10090.0,905000
9663,3,1.5,1290,7100.0,1.0,0,0,3,6,1290,0,1954,0,98198,47.4227,-122.332,1300,7183.0,265000
9664,2,2.5,2730,7246.0,2.0,0,0,3,9,2730,0,1998,0,98056,47.512,-122.175,3220,7214.0,535000
9665,3,1.0,1290,5440.0,1.0,0,0,4,6,790,500,1929,0,98117,47.6951,-122.367,1220,5464.0,450000
9666,4,2.5,2170,7533.0,2.0,0,0,3,8,2170,0,1991,0,98059,47.5057,-122.149,2170,8728.0,460500
9667,4,1.75,1850,8580.0,1.0,0,0,3,7,1140,710,1960,0,98178,47.4877,-122.24,2210,9240.0,315000
9668,4,2.5,2110,13939.0,1.0,0,0,3,8,1270,840,1978,0,98008,47.6431,-122.113,2140,8882.0,607500
9669,2,1.0,960,3235.0,1.0,0,0,4,7,960,0,1916,0,98103,47.661,-122.344,1290,2069.0,432000
9670,3,4.0,3910,5350.0,2.0,0,2,5,10,2610,1300,1933,0,98199,47.6393,-122.408,2890,5350.0,1700000
9671,4,2.5,2590,6139.0,2.0,0,0,3,8,2590,0,2001,0,98038,47.3883,-122.035,2410,6139.0,479000
9672,5,2.75,3080,6600.0,2.0,0,0,3,9,3080,0,2002,0,98058,47.4501,-122.122,3080,6600.0,475000
9673,3,1.0,1630,8146.0,1.0,0,0,3,7,1630,0,1952,0,98125,47.7293,-122.29,1480,8146.0,415000
9674,2,1.0,910,5000.0,1.0,0,0,4,6,910,0,1914,0,98117,47.683,-122.374,1480,5000.0,450000
9676,5,3.0,3880,8432.0,2.0,0,0,3,7,3880,0,2004,0,98056,47.4806,-122.176,2620,5623.0,430000
9677,3,1.75,1360,10742.0,1.0,0,0,5,7,960,400,1971,0,98058,47.4351,-122.173,1830,9000.0,296000
9678,4,2.25,2560,8927.0,1.0,0,0,3,7,1790,770,1976,0,98001,47.34,-122.271,1920,9669.0,303000
9679,4,2.5,2600,6015.0,2.0,0,0,3,8,2600,0,2004,0,98075,47.5971,-122.031,2910,5305.0,641000
9680,3,2.25,1220,5739.0,1.0,0,0,3,7,790,430,1984,0,98115,47.6952,-122.326,1870,5739.0,280000
9681,3,2.0,1560,9635.0,1.0,0,0,3,7,1260,300,1966,0,98003,47.341,-122.309,1570,8276.0,260750
9682,4,2.5,2080,5191.0,2.0,0,0,3,8,2080,0,2001,0,98075,47.5978,-122.017,2170,5518.0,601000
9683,3,1.5,1490,6604.0,1.0,0,0,4,6,1490,0,1918,0,98166,47.4683,-122.351,1330,6604.0,255000
9684,4,2.75,2020,10720.0,1.0,0,0,4,8,1420,600,1976,0,98052,47.6373,-122.104,2190,10164.0,555000
9685,3,1.5,1530,10827.0,1.0,0,0,4,8,1530,0,1955,0,98039,47.6354,-122.234,2050,10827.0,865000
9688,2,1.0,1730,9610.0,1.0,0,0,3,7,1380,350,1962,0,98001,47.2956,-122.285,1310,9812.0,200000
9689,3,1.0,1370,6450.0,1.0,0,0,3,7,1370,0,1948,0,98125,47.7195,-122.288,1550,6898.0,357000
9690,2,1.5,1050,934.0,2.0,0,0,3,8,960,90,2007,0,98122,47.6029,-122.309,1470,1885.0,390000
9691,5,1.75,2840,10220.0,1.0,0,0,4,7,2210,630,1954,0,98177,47.764,-122.36,2000,9750.0,462000
9692,2,1.0,1010,5200.0,1.0,0,0,3,7,1010,0,1955,0,98198,47.4166,-122.323,1580,7500.0,174500
9693,2,1.0,1210,7140.0,1.5,0,0,3,6,1210,0,1921,0,98133,47.7225,-122.349,1150,7376.0,305000
9694,5,1.75,1720,14040.0,1.0,0,0,4,8,1150,570,1956,0,98133,47.7365,-122.339,1750,7800.0,449000
9695,3,2.0,2710,5000.0,2.0,0,0,3,6,2710,0,1951,0,98126,47.5188,-122.373,850,5000.0,260000
9696,4,2.5,3110,6142.0,2.0,0,0,3,9,3110,0,2004,0,98052,47.701,-122.111,3200,6826.0,751000
9697,2,1.0,1250,9270.0,1.0,0,0,4,7,1250,0,1948,0,98133,47.7284,-122.339,1130,6800.0,370037
9698,3,1.75,1900,8910.0,2.0,0,0,4,7,1900,0,1988,0,98092,47.2769,-122.145,1610,8586.0,229950
9699,3,1.75,1740,7682.0,1.0,0,0,3,8,1330,410,1978,0,98058,47.4451,-122.126,2010,8820.0,349000
9700,4,2.5,2070,3808.0,2.0,0,0,3,8,2070,0,2003,0,98058,47.4498,-122.12,1900,2992.0,348000
9701,3,3.25,3030,5600.0,2.0,0,2,3,9,2220,810,1905,2005,98144,47.5978,-122.292,2040,6600.0,1220000
9703,3,1.5,1520,6805.0,1.0,0,0,4,7,1040,480,1981,0,98023,47.2907,-122.367,1440,7041.0,265000
9704,3,2.75,2780,4815.0,3.0,0,2,3,10,2780,0,1974,0,98105,47.6569,-122.286,2820,5000.0,1250000
9706,3,1.75,2590,8384.0,1.0,0,0,4,8,1590,1000,1971,0,98011,47.7739,-122.199,2590,8800.0,485000
9707,4,1.0,1150,5217.0,1.5,0,0,3,7,1150,0,1951,0,98115,47.6806,-122.287,1220,5217.0,489000
9708,2,1.0,920,5120.0,1.0,0,0,5,7,920,0,1952,0,98136,47.5569,-122.394,1190,5120.0,400000
9709,3,2.5,2110,3600.0,2.0,0,0,3,9,2110,0,2005,0,98052,47.665,-122.082,2540,4384.0,638000
9710,3,1.75,1170,8740.0,1.0,0,0,4,7,1170,0,1968,0,98052,47.6849,-122.117,1870,8448.0,440000
9711,6,2.0,1900,8240.0,1.0,0,0,2,7,1200,700,1964,0,98125,47.7037,-122.296,1900,8240.0,305000
9712,6,2.0,1900,8240.0,1.0,0,0,2,7,1200,700,1964,0,98125,47.7037,-122.296,1900,8240.0,649950
9713,4,2.5,3290,6012.0,2.0,0,0,3,9,3290,0,2005,0,98075,47.5961,-121.98,3210,6005.0,680000
9715,3,2.5,2160,7584.0,2.0,0,0,3,8,2160,0,1988,0,98029,47.5751,-122.014,2160,7372.0,555000
9717,3,2.5,1980,6608.0,2.0,0,0,3,8,1980,0,1994,0,98092,47.2642,-122.213,2150,7495.0,272000
9718,4,2.25,2600,9900.0,1.0,0,0,3,7,1600,1000,1965,0,98178,47.4881,-122.237,1770,11250.0,270000
9719,3,1.0,1280,9775.0,1.0,0,0,3,6,1280,0,1964,0,98003,47.3262,-122.334,1230,8750.0,215000
9720,3,1.5,1710,17707.0,1.0,0,0,4,7,1180,530,1947,0,98040,47.5393,-122.216,2590,9508.0,690000
9721,4,1.75,1270,6825.0,1.0,0,2,3,7,1270,0,1950,0,98178,47.5051,-122.242,1800,6930.0,256000
9722,3,2.25,1890,7314.0,1.0,0,0,3,7,1100,790,1981,0,98031,47.4121,-122.172,1520,7676.0,255000
9723,7,4.0,3440,8100.0,2.0,0,0,3,7,3440,0,1970,0,98103,47.6981,-122.349,1420,1560.0,550000
9724,3,1.0,1190,5280.0,1.0,0,0,4,7,1190,0,1957,0,98146,47.5131,-122.383,1280,5280.0,410000
9725,2,1.0,1030,4366.0,1.0,0,0,3,7,1030,0,1912,0,98136,47.5311,-122.384,1890,4499.0,410000
9726,3,1.75,1240,4000.0,1.0,0,0,3,7,1240,0,1986,0,98055,47.4728,-122.191,1570,4586.0,259000
9728,4,3.5,4610,12500.0,2.0,0,2,3,11,4610,0,2003,0,98033,47.6508,-122.203,2340,11538.0,1650000
9729,5,1.0,1590,5000.0,1.5,0,0,3,7,1190,400,1929,0,98116,47.5752,-122.381,1590,5000.0,518000
9730,3,2.5,1760,3097.0,2.0,0,0,3,8,1760,0,1992,0,98029,47.5764,-121.996,1760,3285.0,485000
9732,4,2.5,2340,5420.0,2.0,0,0,3,8,2340,0,2003,0,98038,47.3773,-122.029,2420,6252.0,354000
9734,3,1.75,1150,10466.0,1.0,0,0,5,7,1150,0,1959,0,98006,47.5531,-122.177,1350,10384.0,464500
9735,3,2.5,1750,4200.0,2.0,0,0,3,7,1750,0,2005,0,98038,47.3605,-122.04,1890,4048.0,300000
9736,3,2.75,3890,7216.0,2.0,0,1,3,8,3260,630,1967,2010,98118,47.5445,-122.266,2490,9920.0,1080000
9737,4,2.5,1770,6666.0,2.0,0,0,3,7,1770,0,1989,0,98023,47.2877,-122.349,1780,6666.0,309950
9738,3,1.0,1160,3700.0,1.5,0,0,3,7,1160,0,1909,0,98106,47.5651,-122.359,1340,3750.0,315000
9739,3,1.0,1440,5580.0,1.5,0,0,3,7,1440,0,1908,0,98115,47.6898,-122.326,2010,5580.0,499950
9740,4,2.0,2600,4800.0,1.0,0,2,3,8,1400,1200,1953,0,98119,47.637,-122.371,2050,3505.0,780000
9741,3,3.25,2640,16090.0,1.0,0,2,4,8,1960,680,1976,0,98040,47.5374,-122.213,3690,15000.0,885000
9742,2,1.0,1010,3885.0,1.5,0,0,4,7,1010,0,1906,1990,98112,47.6224,-122.304,1770,4200.0,500000
9743,3,2.0,1840,6755.0,1.0,0,2,3,8,1840,0,1989,0,98003,47.3512,-122.305,1790,6459.0,329000
9744,4,1.75,1720,7455.0,1.0,0,0,4,7,1020,700,1963,0,98058,47.4669,-122.182,1720,7700.0,246000
9745,3,1.5,1280,9600.0,1.0,0,0,4,7,1280,0,1960,0,98033,47.6922,-122.163,1510,10005.0,405000
9746,4,1.75,1700,7800.0,1.0,0,0,5,7,1120,580,1981,0,98059,47.4801,-122.158,1560,7800.0,349000
9747,4,2.5,1980,12062.0,2.0,0,0,3,8,1980,0,1992,0,98031,47.4038,-122.167,2300,7902.0,374950
9748,3,2.0,1160,7217.0,1.0,0,0,3,7,1160,0,1969,0,98034,47.7279,-122.227,1870,9104.0,306000
9749,4,1.75,1980,7840.0,1.0,0,0,4,7,990,990,1961,0,98008,47.6226,-122.115,1520,8400.0,416000
9750,3,2.5,1960,12476.0,2.0,0,0,4,8,1960,0,1989,0,98056,47.5315,-122.172,2450,12177.0,560000
9753,3,1.75,1980,11274.0,1.0,0,0,4,7,1480,500,1968,0,98058,47.4474,-122.167,1520,8010.0,299950
9754,3,2.5,1450,8977.0,1.0,0,0,3,8,1450,0,1990,0,98092,47.2576,-122.214,2410,8850.0,265500
9755,3,1.5,1200,12000.0,1.0,0,0,3,7,1200,0,1986,0,98001,47.268,-122.245,1200,9405.0,219000
9756,3,1.75,1830,17349.0,1.0,0,0,3,8,1230,600,1977,0,98072,47.7427,-122.109,1840,11694.0,365000
9758,3,1.75,1510,8301.0,1.0,0,0,3,7,1510,0,1967,0,98034,47.7243,-122.222,1460,7910.0,366000
9759,3,2.25,1310,1264.0,3.0,0,0,3,8,1310,0,2014,0,98117,47.6987,-122.366,1330,2183.0,514950
9760,4,2.75,3790,10669.0,2.0,0,0,3,10,3790,0,1999,0,98075,47.5976,-121.983,3750,11634.0,875000
9761,3,2.25,2240,8800.0,1.0,0,0,5,8,2240,0,1957,0,98005,47.5937,-122.172,2240,8800.0,831000
9762,4,3.25,2740,7266.0,2.0,0,0,3,9,2060,680,2003,0,98027,47.5346,-122.066,3030,6546.0,689900
9763,3,2.5,1660,10763.0,2.0,0,0,3,7,1660,0,1994,0,98038,47.3812,-122.029,2010,7983.0,315000
9764,3,1.0,1480,7284.0,1.0,0,0,3,7,970,510,1963,0,98133,47.7757,-122.353,2020,7920.0,336500
9765,3,2.75,2640,4050.0,1.5,0,0,5,8,1750,890,1926,0,98112,47.6332,-122.281,1920,3600.0,1100000
9766,6,2.0,1900,8057.0,1.0,0,0,4,7,1170,730,1959,0,98133,47.762,-122.335,2090,8626.0,375000
9768,4,3.5,3440,6000.0,2.0,0,0,4,8,3440,0,2002,0,98198,47.4077,-122.331,1660,7800.0,455000
9769,3,1.75,1640,10695.0,1.0,0,2,3,8,1640,0,1975,0,98034,47.7145,-122.222,2790,9775.0,505000
9770,3,1.0,1450,3350.0,1.5,0,0,4,7,1450,0,1919,0,98126,47.5607,-122.378,1340,4255.0,450000
9771,3,2.5,2300,7398.0,2.0,0,0,3,8,2300,0,2001,0,98065,47.5369,-121.876,2580,6983.0,567500
9772,3,1.5,1460,8505.0,1.0,0,0,4,7,1460,0,1955,0,98055,47.4402,-122.195,1580,8505.0,265000
9773,3,2.0,1570,14992.0,1.0,0,0,3,8,1570,0,2001,0,98014,47.6965,-121.922,1640,15000.0,340000
9774,3,2.0,1540,8885.0,1.5,0,0,5,6,1540,0,1939,0,98019,47.7403,-121.984,1730,5000.0,375000
9775,6,3.0,3300,4218.0,2.0,0,0,3,8,2200,1100,1970,0,98103,47.6557,-122.344,1420,4218.0,920000
9776,4,2.25,2130,11843.0,2.0,0,0,4,9,2130,0,1972,0,98040,47.5358,-122.225,2380,11643.0,850000
9777,3,1.0,1010,9750.0,1.0,0,0,5,7,1010,0,1969,0,98042,47.3244,-122.144,1230,9750.0,202000
9778,4,3.0,2420,12000.0,1.0,0,0,3,9,2420,0,1984,0,98077,47.7267,-122.063,3100,13020.0,725000
9780,2,1.5,1960,6000.0,1.0,0,0,3,8,1210,750,1951,0,98103,47.6849,-122.333,2060,6000.0,680200
9781,3,1.0,1170,9000.0,1.0,0,0,4,6,1170,0,1918,0,98022,47.2109,-121.987,1280,8160.0,216500
9782,3,1.5,1890,7650.0,1.0,0,0,5,7,1890,0,1966,0,98003,47.3454,-122.314,1510,7560.0,325000
9783,3,2.5,2250,4134.0,2.0,0,0,3,9,2250,0,2004,0,98052,47.6651,-122.084,2390,4134.0,675000
9784,2,0.75,750,16321.0,1.0,0,1,3,4,750,0,1936,0,98034,47.6985,-122.229,3020,10625.0,435000
9785,3,1.75,1610,14000.0,1.0,0,0,4,7,1050,560,1977,0,98010,47.3429,-122.036,1550,10080.0,263500
9787,3,2.5,2520,3750.0,2.0,0,1,4,9,2520,0,1995,0,98116,47.5671,-122.404,2250,6200.0,875000
9788,4,1.0,1340,8400.0,1.0,0,0,5,7,1340,0,1966,0,98023,47.3313,-122.343,1120,8400.0,246600
9789,3,2.25,1460,941.0,3.0,0,0,3,8,1460,0,2006,0,98133,47.7145,-122.356,1490,1399.0,337000
9790,3,1.75,1380,7500.0,1.0,0,0,3,7,1380,0,1988,0,98038,47.3628,-122.045,1530,7500.0,240000
9791,3,1.75,1510,11120.0,1.0,0,0,4,8,1510,0,1984,0,98005,47.5931,-122.158,2660,10800.0,490000
9793,3,1.0,910,8008.0,1.0,0,0,3,7,910,0,1971,0,98034,47.726,-122.22,1480,7404.0,305000
9794,3,2.5,1970,3655.0,2.0,0,0,3,7,1970,0,2003,0,98019,47.7453,-121.984,1970,2952.0,350000
9795,3,1.75,1540,6632.0,1.0,0,0,3,7,1070,470,1959,0,98178,47.4973,-122.252,2510,6618.0,284200
9796,4,2.5,1980,9757.0,2.0,0,0,5,7,1980,0,1995,0,98038,47.3675,-122.019,1610,6147.0,357000
9799,3,2.25,2300,15952.0,1.0,0,0,4,8,1150,1150,1963,0,98039,47.6322,-122.232,2200,14284.0,1000000
9800,4,2.25,1880,3000.0,2.0,0,0,3,8,1760,120,1909,1977,98103,47.6864,-122.349,1880,3000.0,616500
9801,4,2.75,2640,3750.0,2.0,0,0,5,7,1840,800,1911,0,98117,47.6783,-122.363,1690,5000.0,750000
9802,6,4.5,3900,9100.0,2.0,0,0,3,8,2870,1030,1979,0,98052,47.6612,-122.137,2080,9216.0,650000
9803,4,2.25,2670,10050.0,1.0,0,0,4,8,1420,1250,1962,0,98032,47.3792,-122.28,2190,10050.0,275000
9804,4,1.75,1840,4280.0,1.0,0,0,4,7,920,920,1918,0,98105,47.6681,-122.32,1660,4280.0,540000
9805,3,1.0,1120,10665.0,1.0,0,0,4,6,1120,0,1961,0,98001,47.2886,-122.274,1240,10639.0,225000
9806,4,2.5,2970,9072.0,2.0,0,0,3,10,2970,0,1991,0,98006,47.562,-122.114,2740,8729.0,845000
9807,3,2.25,1410,7740.0,1.0,0,0,5,6,1410,0,1923,0,98126,47.523,-122.371,1220,7740.0,490000
9808,4,2.5,3060,8167.0,2.0,0,0,3,9,3060,0,2005,0,98029,47.5521,-121.989,2930,4800.0,753000
9809,3,1.75,2490,7210.0,1.0,0,0,3,7,1290,1200,1972,0,98034,47.726,-122.198,1610,7210.0,475000
9810,1,0.75,840,7203.0,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603.0,124000
9811,1,0.75,840,7203.0,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603.0,224000
9812,2,1.0,1130,3800.0,1.0,0,0,4,7,1130,0,1916,0,98117,47.6862,-122.378,1470,3800.0,485000
9813,4,1.75,1850,6000.0,1.0,0,0,4,6,1270,580,1944,0,98178,47.4923,-122.247,1270,6600.0,230000
9814,4,2.75,2330,14175.0,1.0,0,0,3,7,1800,530,1980,0,98031,47.4193,-122.194,1480,10125.0,372000
9815,4,2.5,1880,9426.0,2.0,0,0,4,7,1880,0,1990,0,98042,47.3584,-122.089,1760,7040.0,306000
9816,4,3.5,2980,3000.0,2.0,0,0,3,9,2340,640,2008,0,98115,47.6768,-122.326,1810,4545.0,905000
9817,4,1.0,1440,6678.0,1.0,0,0,3,7,1040,400,1950,0,98116,47.571,-122.392,1320,6678.0,440000
9818,3,1.75,1630,10001.0,1.0,0,0,4,7,1100,530,1977,0,98042,47.3605,-122.12,1630,10001.0,280000
9820,3,2.5,1930,4500.0,2.0,0,0,3,8,1930,0,1990,0,98029,47.5791,-122.001,1770,4500.0,425000
9821,2,0.75,1130,11429.0,1.0,0,0,3,7,1130,0,1956,0,98188,47.4526,-122.284,1550,10700.0,204950
9822,2,1.75,1650,7500.0,1.0,0,0,4,7,1000,650,1959,0,98033,47.6871,-122.207,2530,9000.0,670000
9823,2,1.0,820,2723.0,1.0,0,0,3,7,820,0,1921,0,98103,47.6623,-122.339,1370,3850.0,475000
9824,5,2.5,2900,6650.0,1.0,0,0,3,7,1450,1450,1964,0,98168,47.4935,-122.332,1600,8246.0,352000
9825,4,1.75,2330,8800.0,1.0,0,2,4,7,1260,1070,1961,0,98008,47.6148,-122.113,2270,8800.0,575000
9827,3,2.0,1660,5070.0,2.0,0,3,3,8,1660,0,1950,1990,98108,47.5552,-122.296,2440,6664.0,491000
9828,4,2.5,3020,7465.0,2.0,0,0,3,9,3020,0,2004,0,98075,47.5982,-121.98,3100,5587.0,750000
9832,4,1.0,1150,6000.0,1.5,0,0,3,6,1150,0,1907,0,98118,47.562,-122.283,840,3030.0,225000
9833,4,2.5,2130,7300.0,1.0,0,0,4,7,1230,900,1963,0,98005,47.605,-122.167,2130,7560.0,732600
9834,4,2.25,2460,8001.0,2.0,0,0,4,8,2460,0,1984,0,98006,47.548,-122.154,2460,9126.0,818000
9835,3,2.25,2360,14950.0,1.0,0,0,4,9,2360,0,1978,0,98042,47.3856,-122.158,2720,14388.0,431000
9836,2,2.25,1320,1034.0,3.0,0,0,3,7,1320,0,1996,0,98133,47.7039,-122.344,1330,1206.0,304000
9837,5,2.0,1910,4667.0,1.0,0,0,3,7,1010,900,1908,0,98112,47.6236,-122.306,1230,2545.0,650000
9838,2,2.0,1610,6160.0,2.0,0,0,4,8,1610,0,1977,0,98052,47.6644,-122.13,1750,6305.0,450000
9839,4,1.0,1610,8401.0,1.0,0,0,3,7,1610,0,1958,0,98056,47.5104,-122.165,1610,8401.0,269000
9840,3,1.0,1160,10732.0,1.0,0,0,3,7,1160,0,1953,0,98004,47.6391,-122.205,2390,13656.0,875000
9841,4,2.25,2870,8393.0,1.0,0,0,4,8,1480,1390,1977,0,98040,47.5787,-122.245,2930,9850.0,890000
9842,4,2.5,2280,9725.0,2.0,0,0,3,8,2280,0,1986,0,98072,47.7568,-122.141,2140,8780.0,565000
9843,2,2.0,1370,1339.0,2.0,0,0,4,8,1150,220,2006,0,98122,47.6021,-122.295,1370,1339.0,448175
9844,5,3.0,2970,6500.0,2.0,0,0,3,9,2970,0,2000,0,98075,47.5973,-122.018,2970,6588.0,680000
9846,3,3.5,1570,1486.0,2.5,0,0,3,8,1330,240,2000,0,98199,47.652,-122.384,1610,1486.0,494000
9847,4,3.0,2880,5500.0,2.0,0,0,4,9,1920,960,1926,0,98102,47.6448,-122.317,2110,5500.0,1100000
9848,5,2.5,1900,9460.0,1.0,0,0,3,7,1190,710,1969,0,98034,47.7096,-122.202,1940,8360.0,450000
9849,3,1.75,2020,11050.0,1.0,0,0,4,8,1320,700,1969,0,98059,47.4706,-122.119,1940,11050.0,330000
9850,4,2.5,3110,11397.0,2.0,0,3,4,10,3110,0,1984,0,98006,47.5623,-122.106,3110,11586.0,960000
9851,4,2.5,2390,7056.0,2.0,0,0,3,9,2390,0,1990,0,98001,47.3385,-122.264,2590,7801.0,360000
9852,3,2.5,2150,11672.0,2.0,0,0,3,8,2150,0,2004,0,98038,47.3515,-122.006,2150,5450.0,378000
9853,3,1.75,1340,6250.0,1.0,0,0,4,7,1090,250,1941,0,98136,47.5427,-122.386,1550,1755.0,499950
9854,3,2.5,1990,12866.0,2.0,0,0,4,7,1990,0,1986,0,98072,47.7477,-122.17,2310,8803.0,450000
9855,2,2.0,1600,5969.0,1.0,0,0,4,7,800,800,1950,0,98116,47.5691,-122.394,1520,5969.0,523500
9857,3,2.5,2080,4828.0,2.0,0,0,3,8,2080,0,2002,0,98042,47.3737,-122.132,2190,4620.0,290000
9858,3,3.25,1340,5434.0,2.0,0,0,3,7,1340,0,1986,0,98038,47.3779,-122.045,1670,6203.0,176000
9859,3,2.0,2590,3750.0,1.5,0,0,5,7,1790,800,1904,0,98109,47.635,-122.353,2440,4000.0,885000
9860,2,1.75,1240,3000.0,1.5,0,0,3,7,1240,0,1906,0,98105,47.6689,-122.326,1800,4080.0,483000
9861,3,1.0,1310,7125.0,1.0,0,0,4,7,1310,0,1978,0,98042,47.3739,-122.148,1650,7290.0,240000
